interview__key,sdd_hhid,sdd_indid,hh_b01,hh_b02,hh_b03_1,hh_b03_2,hh_b04,hh_b05,hh_b06,hh_b07,hh_b08,hh_b09_1,hh_b0a,hh_b0b,hh_b10,hh_b11,hh_b12_1,hh_b12_2,hh_b13,hh_b14,hh_b15_1,hh_b15_2,hh_b16,hh_b17,hh_b18,hh_b19,hh_b20,hh_b21_1,hh_b21_2,hh_b21_3,hh_b21_4,hh_b22,hh_b23_1,hh_b23_2,hh_b23_3,hh_b23_4,hh_b24,hh_b25,hh_b26,hh_b27_2,hh_b27_3,hh_b28,hh_b29_2,hh_b29_3,y4_hhid
83-21-43-04,0768-001-002,11,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,24,OTHER NON-RELATIVE (SPECIFY),2,YES,31,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,4,,,,NO,,2,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0768-001
50-44-37-01,0768-001-004,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,29,HEAD,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,DON'T KNOW,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0768-001
50-44-37-01,0768-001-004,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,21,SPOUSE,4,YES,31,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0768-001
50-44-37-01,0768-001-004,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0768-001
50-44-37-01,0768-001-004,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0768-001
04-07-97-71,0768-001-011,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,27,SPOUSE,11,YES,31,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,YES,MONOGAMOUS MARRIED,PREVIOUSLY DIVORCED,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0768-001
04-07-97-71,0768-001-011,2,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,38,HEAD,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,NO JOB,DEAD,,21,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,POLYGAMOUS MARRIED,MULITPLE PREVIOUS MARRIAGES,RELIGIOUS,RELIGIOUS,RELIGIOUS,,YES,1,,,,YES,2,LIVED HERE SINCE BIRTH,,,,,,0768-001
04-07-97-71,0768-001-011,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,2,,,MOTHER IS A MEMBER OF HOUSEHOLD,1,,,NO,,,,,,,,,,,,,,,,,,,,0768-001
84-08-67-79,0769-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,27,HEAD,1,YES,31,YES,YES,,1,EMPLOYED (NOT AG): WITH EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0769-001
84-08-67-79,0769-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,29,SPOUSE,2,YES,31,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,DON'T KNOW,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,7,KUSINI UNGUJA,KUSINI,OTHER (SPECIFY),KUSINI UNGUJA,KUSINI,0769-001
84-08-67-79,0769-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,SON/DAUGHTER,3,YES,31,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0769-001
84-08-67-79,0769-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,SON/DAUGHTER,4,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0769-001
84-08-67-79,0769-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0769-001
84-08-67-79,0769-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0769-001
08-56-02-68,0770-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,37,HEAD,1,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,9,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,BETTER SERVICES/HOUSING,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0770-001
08-56-02-68,0770-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,29,SPOUSE,2,YES,30,YES,YES,,0,UNPAID FAMILY WORK,DEAD,,2,COMPLETED SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,7,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0770-001
08-56-02-68,0770-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,3,YES,30,YES,YES,,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0770-001
08-56-02-68,0770-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0770-001
46-36-03-77,0771-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,43,HEAD,1,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,POLYGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,RELIGIOUS,,,YES,2,,,,YES,1,29,MJINI/MAGHARIBI UNGUJA,MJINI,OTHER FAMILY REASONS,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0771-001
46-36-03-77,0771-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,39,SPOUSE,2,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,23,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,20,KUSINI UNGUJA,KUSINI,MARRIAGE,KUSINI UNGUJA,KUSINI,0771-001
46-36-03-77,0771-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,SON/DAUGHTER,3,YES,30,YES,NO,2,2,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0771-001
46-36-03-77,0771-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,OTHER RELATIVE (SPECIFY),4,YES,30,YES,YES,,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,DEAD,,5,NO SCHOOL,YES,NEVER MARRIED,,,,,,,,,,,,,10,MJINI/MAGHARIBI UNGUJA,MAGHARIBI,OTHER FAMILY REASONS,MJINI/MAGHARIBI UNGUJA,MAGHARIBI,0771-001
46-36-03-77,0771-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,24,OTHER RELATIVE (SPECIFY),5,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,NEVER MARRIED,,,,,,,,,,,,,23,KUSINI UNGUJA,KUSINI,BETTER SERVICES/HOUSING,KUSINI UNGUJA,KUSINI,0771-001
46-36-03-77,0771-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,10,SON/DAUGHTER,6,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0771-001
46-36-03-77,0771-001-001,7,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,8,SON/DAUGHTER,7,YES,30,YES,YES,,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0771-001
46-36-03-77,0771-001-001,8,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,SON/DAUGHTER,8,YES,30,YES,YES,,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0771-001
46-36-03-77,0771-001-001,9,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,3,YES,YES,,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0771-001
46-36-03-77,0771-001-001,10,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0771-001
46-36-03-77,0771-001-001,11,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0771-001
58-54-51-82,0772-001-002,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,27,HEAD,2,YES,31,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,4,DOES NOT KNOW,DEAD,,14,DON'T KNOW,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,20,MJINI/MAGHARIBI UNGUJA,MAGHARIBI,BETTER SERVICES/HOUSING,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0772-001
58-54-51-82,0772-001-002,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,21,SPOUSE,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,2,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0772-001
58-54-51-82,0772-001-002,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0772-001
27-60-85-20,0772-002-001,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,74,HEAD,1,NO,31,YES,YES,,0,DISABLED,DEAD,,3,NO SCHOOL,DEAD,,40,NO SCHOOL,YES,WIDOW(ER),,,,,,,,,,,,,50,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0772-002
27-60-85-20,0772-002-001,7,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,8,GRANDCHILD,NOT PREVIOUSLY PRESENT,NO,31,YES,NO,1,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,NO,,,,,,,,,,,,,,,,,,,,0772-002
27-60-85-20,0772-002-001,8,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,GRANDCHILD,NOT PREVIOUSLY PRESENT,NO,31,YES,NO,1,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,SOME SECONDARY,NO,,,,,,,,,,,,,,,,,,,,0772-002
95-42-77-09,0772-002-003,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,35,HEAD,NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,FISHING,DEAD,,34,ADULT EDUCATION / ELIMU YA WATU WAZIMA,LIVING OUT OF THE HOUSEHOLD,,,MORE THAN SECONDARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0772-002
95-42-77-09,0772-002-003,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,29,SPOUSE,3,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,8,COMPLETED SECONDARY,DEAD,,13,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,PREVIOUSLY DIVORCED,RELIGIOUS,,,,YES,1,,,,NO,,5,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0772-002
95-42-77-09,0772-002-003,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0772-002
95-42-77-09,0772-002-003,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0772-002
13-55-87-80,0772-002-004,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,32,HEAD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,FISHING,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,DON'T KNOW,,,DON'T KNOW,YES,POLYGAMOUS MARRIED,PREVIOUSLY DIVORCED,RELIGIOUS,RELIGIOUS,,,YES,2,,,,YES,1,4,MJINI/MAGHARIBI UNGUJA,MJINI,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0772-002
13-55-87-80,0772-002-004,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,25,SPOUSE,4,YES,31,YES,YES,,0,UNPAID FAMILY WORK,DEAD,,6,DOES NOT KNOW,DEAD,,10,DON'T KNOW,YES,MONOGAMOUS MARRIED,PREVIOUSLY DIVORCED,RELIGIOUS,,,,YES,1,,,,NO,,4,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,MJINI/MAGHARIBI UNGUJA,MAGHARIBI,0772-002
13-55-87-80,0772-002-004,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0772-002
13-55-87-80,0772-002-004,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0772-002
13-55-87-80,0772-002-004,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0772-002
63-77-64-08,0773-001-001,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,56,HEAD,1,YES,10,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,19,NO SCHOOL,DEAD,,22,NO SCHOOL,YES,WIDOW(ER),,,,,,,,,,,,,32,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0773-001
63-77-64-08,0773-001-001,2,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,31,SON/DAUGHTER,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,9,NO SCHOOL,MOTHER IS A MEMBER OF HOUSEHOLD,1,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0773-001
63-77-64-08,0773-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,25,SON/DAUGHTER,4,YES,31,YES,YES,,2,EMPLOYED (NOT AG): WITH EMPLOYEES,DEAD,,3,NO SCHOOL,MOTHER IS A MEMBER OF HOUSEHOLD,1,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0773-001
63-77-64-08,0773-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,22,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,UNPAID FAMILY WORK,DEAD,,1,NO SCHOOL,MOTHER IS A MEMBER OF HOUSEHOLD,1,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0773-001
63-77-64-08,0773-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,10,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,STUDENT,DEAD,,3,SOME SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,DON'T KNOW,NO,,,,,,,,,,,,,,,,,,,,0773-001
16-44-54-61,0773-001-003,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,37,HEAD,NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,15,DOES NOT KNOW,DEAD,,35,NO SCHOOL,YES,MONOGAMOUS MARRIED,MULITPLE PREVIOUS MARRIAGES,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0773-001
16-44-54-61,0773-001-003,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,SPOUSE,3,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,6,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,2,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,MARRIAGE,KASKAZINI UNGUJA,KASKAZINI ï¿½Aï¿½,0773-001
36-12-98-96,0775-001-001,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,69,HEAD,1,YES,31,YES,YES,,0,DISABLED,DEAD,,5,DOES NOT KNOW,DEAD,,35,DON'T KNOW,YES,WIDOW(ER),,,,,,,,,,,,,20,MJINI/MAGHARIBI UNGUJA,MJINI,WORK RELATED,KUSINI UNGUJA,KATI,0775-001
36-12-98-96,0775-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,24,GRANDCHILD,2,YES,31,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,DON'T KNOW,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,NO,,,,,YES,,LIVED HERE SINCE BIRTH,,,,,,0775-001
36-12-98-96,0775-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,14,GRANDCHILD,3,YES,31,YES,YES,,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,DON'T KNOW,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0775-001
36-12-98-96,0775-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,12,GRANDCHILD,4,YES,31,YES,NO,1,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0775-001
36-12-98-96,0775-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,OTHER (SPECIFY),,,0775-001
36-12-98-96,0775-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,GRANDCHILD,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,OTHER (SPECIFY),,,0775-001
39-76-12-55,0776-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,46,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,13,DOES NOT KNOW,DEAD,,45,DON'T KNOW,YES,MONOGAMOUS MARRIED,PREVIOUSLY DIVORCED,RELIGIOUS,,,,YES,2,,,,NO,,34,KUSINI UNGUJA,KATI,OTHER FAMILY REASONS,KUSINI UNGUJA,KATI,0776-001
